District_x,Area Type,Total Population,Male Population,Female Population,Area (sq km),Population Density,State,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,Literacy,Estimated Unemployment Rate (%),lat,lng
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2003,63,49,13,13,21,3,46,12,12,7,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2004,74,82,22,22,30,9,24,14,23,6,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2005,69,57,17,17,29,4,24,13,22,3,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2006,57,65,11,11,37,6,9,13,32,4,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2007,57,71,40,40,54,7,9,18,50,13,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2008,56,94,46,46,83,24,10,21,46,17,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2009,82,93,51,51,90,15,7,24,48,16,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2010,68,77,65,65,96,18,4,23,44,0,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2011,79,91,43,43,98,23,2,26,27,0,53.34,11.545,28.8154,79.025
rampur,Urban,10310.0,5583.0,4727.0,5.56,1854.0,uttar pradesh,2012,51,66,26,26,95,5,1,12,32,0,53.34,11.545,28.8154,79.025
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2001,74,72,21,21,49,21,326,17,16,2,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2002,59,64,20,20,38,12,378,14,12,0,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2003,55,79,33,33,46,18,370,13,27,0,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2004,74,85,31,31,39,14,510,14,26,0,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2005,63,83,37,37,65,15,460,7,27,1,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2006,80,122,52,52,95,30,589,6,30,2,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2007,63,118,54,54,82,31,615,12,48,2,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2008,72,105,51,51,83,27,594,10,52,0,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2009,58,133,35,35,71,25,570,13,61,0,82.48,11.08,31.3256,75.5792
jalandhar,Total,2193590.0,1145211.0,1048379.0,2624.0,836.0,punjab,2011,41,51,31,31,26,6,299,6,22,0,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2001,74,72,21,21,49,21,326,17,16,2,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2002,59,64,20,20,38,12,378,14,12,0,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2003,55,79,33,33,46,18,370,13,27,0,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2004,74,85,31,31,39,14,510,14,26,0,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2005,63,83,37,37,65,15,460,7,27,1,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2006,80,122,52,52,95,30,589,6,30,2,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2007,63,118,54,54,82,31,615,12,48,2,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2008,72,105,51,51,83,27,594,10,52,0,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2009,58,133,35,35,71,25,570,13,61,0,82.48,11.08,31.3256,75.5792
jalandhar,Rural,1032419.0,528790.0,503629.0,2380.79,434.0,punjab,2011,41,51,31,31,26,6,299,6,22,0,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2001,74,72,21,21,49,21,326,17,16,2,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2002,59,64,20,20,38,12,378,14,12,0,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2003,55,79,33,33,46,18,370,13,27,0,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2004,74,85,31,31,39,14,510,14,26,0,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2005,63,83,37,37,65,15,460,7,27,1,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2006,80,122,52,52,95,30,589,6,30,2,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2007,63,118,54,54,82,31,615,12,48,2,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2008,72,105,51,51,83,27,594,10,52,0,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2009,58,133,35,35,71,25,570,13,61,0,82.48,11.08,31.3256,75.5792
jalandhar,Urban,1161171.0,616421.0,544750.0,243.21,4774.0,punjab,2011,41,51,31,31,26,6,299,6,22,0,82.48,11.08,31.3256,75.5792
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2001,74,68,38,38,46,42,258,11,46,13,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2002,68,77,40,40,88,37,328,16,88,127,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2003,64,66,38,38,47,38,270,8,72,175,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2004,53,55,48,48,46,24,232,5,33,23,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2005,61,55,42,42,37,15,216,5,26,25,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2006,63,79,41,41,61,39,281,12,25,17,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2007,63,76,58,58,93,27,276,9,25,13,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2008,73,69,46,46,78,37,292,10,36,21,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2009,68,101,39,39,70,25,272,10,31,9,82.2,11.08,30.9083,75.8486
ludhiana,Total,3498739.0,1867816.0,1630923.0,3578.0,978.0,punjab,2011,16,30,8,8,10,5,91,4,4,4,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2001,74,68,38,38,46,42,258,11,46,13,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2002,68,77,40,40,88,37,328,16,88,127,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2003,64,66,38,38,47,38,270,8,72,175,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2004,53,55,48,48,46,24,232,5,33,23,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2005,61,55,42,42,37,15,216,5,26,25,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2006,63,79,41,41,61,39,281,12,25,17,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2007,63,76,58,58,93,27,276,9,25,13,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2008,73,69,46,46,78,37,292,10,36,21,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2009,68,101,39,39,70,25,272,10,31,9,82.2,11.08,30.9083,75.8486
ludhiana,Rural,1429031.0,753444.0,675587.0,3256.1,439.0,punjab,2011,16,30,8,8,10,5,91,4,4,4,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2001,74,68,38,38,46,42,258,11,46,13,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2002,68,77,40,40,88,37,328,16,88,127,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2003,64,66,38,38,47,38,270,8,72,175,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2004,53,55,48,48,46,24,232,5,33,23,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2005,61,55,42,42,37,15,216,5,26,25,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2006,63,79,41,41,61,39,281,12,25,17,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2007,63,76,58,58,93,27,276,9,25,13,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2008,73,69,46,46,78,37,292,10,36,21,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2009,68,101,39,39,70,25,272,10,31,9,82.2,11.08,30.9083,75.8486
ludhiana,Urban,2069708.0,1114372.0,955336.0,321.9,6430.0,punjab,2011,16,30,8,8,10,5,91,4,4,4,82.2,11.08,30.9083,75.8486
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2001,56,74,23,23,46,14,431,10,128,19,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2002,46,48,18,18,29,12,384,14,45,0,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2003,49,32,33,33,30,6,421,6,28,0,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2004,49,45,20,20,32,13,444,9,24,2,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2005,61,30,19,19,20,4,414,8,30,2,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2006,43,55,29,29,23,3,393,4,27,1,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2007,51,55,22,22,14,11,370,17,22,0,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2008,42,49,35,35,37,7,391,13,17,0,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2009,45,61,28,28,46,10,347,12,20,0,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2010,52,42,26,26,31,6,320,9,35,1,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2011,47,43,25,25,26,5,278,13,22,0,75.28,11.08,30.3204,76.385
patiala,Total,1895686.0,1002522.0,893164.0,3325.0,570.0,punjab,2012,53,53,44,44,32,13,276,4,24,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2001,56,74,23,23,46,14,431,10,128,19,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2002,46,48,18,18,29,12,384,14,45,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2003,49,32,33,33,30,6,421,6,28,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2004,49,45,20,20,32,13,444,9,24,2,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2005,61,30,19,19,20,4,414,8,30,2,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2006,43,55,29,29,23,3,393,4,27,1,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2007,51,55,22,22,14,11,370,17,22,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2008,42,49,35,35,37,7,391,13,17,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2009,45,61,28,28,46,10,347,12,20,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2010,52,42,26,26,31,6,320,9,35,1,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2011,47,43,25,25,26,5,278,13,22,0,75.28,11.08,30.3204,76.385
patiala,Rural,1132406.0,598800.0,533606.0,3169.81,357.0,punjab,2012,53,53,44,44,32,13,276,4,24,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2001,56,74,23,23,46,14,431,10,128,19,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2002,46,48,18,18,29,12,384,14,45,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2003,49,32,33,33,30,6,421,6,28,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2004,49,45,20,20,32,13,444,9,24,2,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2005,61,30,19,19,20,4,414,8,30,2,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2006,43,55,29,29,23,3,393,4,27,1,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2007,51,55,22,22,14,11,370,17,22,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2008,42,49,35,35,37,7,391,13,17,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2009,45,61,28,28,46,10,347,12,20,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2010,52,42,26,26,31,6,320,9,35,1,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2011,47,43,25,25,26,5,278,13,22,0,75.28,11.08,30.3204,76.385
patiala,Urban,763280.0,403722.0,359558.0,155.19,4918.0,punjab,2012,53,53,44,44,32,13,276,4,24,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2001,56,74,23,23,46,14,431,10,128,19,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2002,46,48,18,18,29,12,384,14,45,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2003,49,32,33,33,30,6,421,6,28,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2004,49,45,20,20,32,13,444,9,24,2,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2005,61,30,19,19,20,4,414,8,30,2,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2006,43,55,29,29,23,3,393,4,27,1,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2007,51,55,22,22,14,11,370,17,22,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2008,42,49,35,35,37,7,391,13,17,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2009,45,61,28,28,46,10,347,12,20,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2010,52,42,26,26,31,6,320,9,35,1,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2011,47,43,25,25,26,5,278,13,22,0,75.28,11.08,30.3204,76.385
patiala,Total,859786.0,454599.0,405187.0,1147.74,749.0,punjab,2012,53,53,44,44,32,13,276,4,24,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2001,56,74,23,23,46,14,431,10,128,19,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2002,46,48,18,18,29,12,384,14,45,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2003,49,32,33,33,30,6,421,6,28,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2004,49,45,20,20,32,13,444,9,24,2,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2005,61,30,19,19,20,4,414,8,30,2,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2006,43,55,29,29,23,3,393,4,27,1,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2007,51,55,22,22,14,11,370,17,22,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2008,42,49,35,35,37,7,391,13,17,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2009,45,61,28,28,46,10,347,12,20,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2010,52,42,26,26,31,6,320,9,35,1,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2011,47,43,25,25,26,5,278,13,22,0,75.28,11.08,30.3204,76.385
patiala,Rural,381830.0,201496.0,180334.0,1070.59,357.0,punjab,2012,53,53,44,44,32,13,276,4,24,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2001,56,74,23,23,46,14,431,10,128,19,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2002,46,48,18,18,29,12,384,14,45,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2003,49,32,33,33,30,6,421,6,28,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2004,49,45,20,20,32,13,444,9,24,2,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2005,61,30,19,19,20,4,414,8,30,2,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2006,43,55,29,29,23,3,393,4,27,1,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2007,51,55,22,22,14,11,370,17,22,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2008,42,49,35,35,37,7,391,13,17,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2009,45,61,28,28,46,10,347,12,20,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2010,52,42,26,26,31,6,320,9,35,1,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2011,47,43,25,25,26,5,278,13,22,0,75.28,11.08,30.3204,76.385
patiala,Urban,477956.0,253103.0,224853.0,77.15,6195.0,punjab,2012,53,53,44,44,32,13,276,4,24,0,75.28,11.08,30.3204,76.385
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2001,36,43,9,9,26,8,170,7,9,0,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2002,51,24,5,5,23,9,170,9,14,0,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2003,49,31,11,11,25,13,177,4,9,0,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2004,48,50,25,25,23,8,189,7,9,0,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2005,47,28,5,5,14,6,114,2,6,0,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2006,44,44,13,13,19,6,151,5,6,0,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2007,43,46,21,21,46,2,251,5,20,6,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2008,46,71,15,15,44,10,245,6,25,11,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2009,54,64,15,15,37,9,230,7,15,6,76.27,11.08,31.6167,74.85
amritsar,Total,2490656.0,1318408.0,1172248.0,2683.0,928.0,punjab,2011,52,41,16,16,20,1,209,1,16,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2001,36,43,9,9,26,8,170,7,9,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2002,51,24,5,5,23,9,170,9,14,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2003,49,31,11,11,25,13,177,4,9,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2004,48,50,25,25,23,8,189,7,9,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2005,47,28,5,5,14,6,114,2,6,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2006,44,44,13,13,19,6,151,5,6,0,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2007,43,46,21,21,46,2,251,5,20,6,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2008,46,71,15,15,44,10,245,6,25,11,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2009,54,64,15,15,37,9,230,7,15,6,76.27,11.08,31.6167,74.85
amritsar,Rural,1156045.0,607266.0,548779.0,2462.03,470.0,punjab,2011,52,41,16,16,20,1,209,1,16,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2001,36,43,9,9,26,8,170,7,9,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2002,51,24,5,5,23,9,170,9,14,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2003,49,31,11,11,25,13,177,4,9,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2004,48,50,25,25,23,8,189,7,9,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2005,47,28,5,5,14,6,114,2,6,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2006,44,44,13,13,19,6,151,5,6,0,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2007,43,46,21,21,46,2,251,5,20,6,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2008,46,71,15,15,44,10,245,6,25,11,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2009,54,64,15,15,37,9,230,7,15,6,76.27,11.08,31.6167,74.85
amritsar,Urban,1334611.0,711142.0,623469.0,220.97,6040.0,punjab,2011,52,41,16,16,20,1,209,1,16,0,76.27,11.08,31.6167,74.85
chandigarh,Total,1055450.0,580663.0,474787.0,114.0,9258.0,chandigarh,2001,15,10,18,18,50,6,95,3,24,15,86.05,17.51,30.7353,76.7911
chandigarh,Total,1055450.0,580663.0,474787.0,114.0,9258.0,chandigarh,2002,31,35,18,18,47,7,107,1,36,28,86.05,17.51,30.7353,76.7911
chandigarh,Total,1055450.0,580663.0,474787.0,114.0,9258.0,chandigarh,2003,21,15,18,18,28,4,71,1,11,4,86.05,17.51,30.7353,76.7911
